分过去	2.0
分过来	1.0
分运	1.0
分进	1.0
分进合击	1.4
分送	1.3703704
分选	1.0
分途	1.9333333
分道	1.8301886
分道扬镖	1.0
分道扬镳	2.8947368
分部	1.0
分配	2.7818182
分配不公	1.0
分配任务	1.1428572
分配利润	1.0
分配工作	1.125
分配权	1.0
分配给	1.0
分野	1.2380953
分量	2.7777777
分金	1.2272727
分钟	2.2
分钱	1.5
分长	1.6521739
分门	1.3333334
分门别类	1.1666666
分队	1.0
分阴	1.5714285
分际	2.1914895
分院	2.2
分隔	1.25
分集	1.0
分领	1.0
分飞	1.4117647
分食	1.5
分饰	1.0
分馆	80.0
切	9.069307
切上	1.0
切下	3.0133333
切下去	1.0
切下来	1.3913044
切不	1.1666666
切不可	2.3269231
切丝	1.0
切个	1.4
切中	1.9032258
切中时弊	1.0
切中要害	1.5
切事	2.6136363
切入	2.6666667
切出	1.3333334
切出去	1.0
切分	1.0
切切	2.5
切切实实	1.0
切切私语	1.0
切到	1.1666666
切削	1.7142857
切割	1.6363636
切割成	1.0
切勿	2.025641
切去	2.0
切变	1.0
切口	2.8292682
切合	2.0666666
切合实际	1.0
切块	1.0
切宜	1.5
切实	1.0
切实加强	1.0
切实可行	1.0
切实地	1.0
切实际	1.1428572
切开	3.142857
切当	1.0
切得	2.3181818
切忌	1.2857143
切成	1.951613
切换	1.0
切掉	1.625
切断	1.9764706
切时	1.0
切望	1.0
切点	1.0
切片	1.1666666
切牙	1.0
切的	2.3790324
切直	1.0
切盼	1.0
切碎	1.0
切磋	5.372093
切磋琢磨	1.0
切糕	28.0
切线	1.0
切细	1.0
切结	1.0
切肉	1.625
切肤	1.0
切肤之痛	1.0
切脉	2.0
切腹	1.4
切腹自杀	2.0
切莫	3.7580645
切菜	1.28125
切菜刀	1.5
切要	1.2916666
切角	1.0
切记	2.418182
切起	1.0
切起来	1.0
切身	1.2857143
切身感受	1.0
切过	1.0
切过去	1.4
切过来	1.6
切近	1.0909091
切进	1.0
切送	1.0
切道	4.4545455
切错	1.0
切除	1.0
切面	1.2
切音	1.0
切题	1.0
切齿	2.245614
切齿痛恨	1.7333333
刈	1.0
刊	1.9565217
刊了	1.0
刊出	4.25
刊出来	2.0
刊到	1.0
刊印	1.6666666
刊在	1.0
刊本	2.0
刊物	5.5
刊登	5.0
刊行	2.6666667
刊载	1.6
刍	1.3
刍荛之见	1.0
刎	1.3333334
刎颈	1.2
刎颈之交	1.0
刑	8.810345
刑事	1.5
刑具	6.2647057
刑典	1.0
刑名	1.0
刑场	1.9411764
刑律	1.6666666
刑戮	1.0
刑房	3.0
刑期	2.0
刑案	6.285714
刑法	1.117647
刑罚	1.9836066
刑讯	2.75
刑责	1.0
刑部	29.466667
刑部侍郎	3.5
划	14.412935
划一	1.4528302
划一不二	1.0
划上	1.1481482
划下	1.6060606
划不来	2.148148
划为	1.7142857
划了	5.785276
划付	1.0
划伤	1.375
划入	1.1666666
划出	4.267606
划出界限	1.0
划分	1.3913044
划划	1.0833334
划到	1.5686275
划动	1.6744186
划去	2.1875
划回	1.0
划在	1.2758621
划地	1.5208334
划地为牢	1.0
划地自限	1.0
划定	1.1428572
划开	1.967742
划归	1.3333334
划得来	1.5384616
划成	1.46875
划手	1.0
划拨	1.0
划拳	1.1
划掉	1.6666666
划来划去	1.4666667
划桨	2.24
划水	1.4
划法	1.4
划清	1.0
划清界线	1.75
划清界限	1.0
划界	7.3333335
划痕	1.25
划着	1.8055556
划破	3.160839
划策	1.5
划算	1.775
划线	1.0
划船	2.0416667
划艇	1.0
划行	1.1538461
划走	1.25
划起	2.0
划起来	1.0
划足	1.0
划转	1.0
划过	2.7265625
划过去	1.0555556
划过来	1.0
划进	1.0
划进去	1.0
刖	1.25
列	4.798611
列上	1.0
列为	2.0
列举	1.1052631
列了	1.3589743
列于	1.2307693
列传	3.9285715
列位	2.5
列作	1.0
列侯	2.0
列入	2.0531914
列出	1.0
列出来	1.0
列名	1.754717
列国	1.4
列土封疆	1.0
列宁主义	1.0
列宗	1.0
列席	1.1428572
列强	4.4
列恩	1.0
列成	1.6666666
列支	2.0
列明	1.0
列星	2.0
列有	1.2307693
列祖	1.0
列祖列宗	2.3636363
列管	1.0
列缺	2.0
列车	1.0
列那	1.0
列队	2.2666667
列队欢迎	1.25
刘	134.49193
刘一	1.0
刘一舟	181.0
刘之余	8.0
刘乘风	28.0
刘伟	2.0
刘伯温	4.0
刘元鹤	106.0
刘先生	2.25
刘向	1.25
刘坤一	4.0
刘培生	63.0
刘基	1.5
刘处玄	26.5
刘备	3.5555556
刘备借荆州	1.25
刘大为	71.0
刘姥姥	1.875
刘姥姥进大观园	1.5
刘安	14.333333
刘宋	1.0
刘宗敏	6.6
刘小姐	4.6666665
刘少奇	2.0
刘庄	2.0
刘敖	1.0
刘昆	21.0
刘正风	266.0
刘海	3.7333333
刘海儿	1.0
刘渊	1.0
刘玄	1.0
刘琼	250.0
刘禅	1.0
刘福通	1.0
刘秀	2.6
刘竹庄	6.0
刘老师	10.0
刘芳亮	15.0
刘芹	13.0
刘菁	2.0
刘表	1.0
刘裕	1.6666666
刘邦	5.35
刘长卿	1.0
刘震	25.5
刘鹤真	114.0
则	44.317204
则不	1.48
则为	4.09434
则从	1.3125
则以	2.5652175
则会	1.85
则例	1.0
则又	2.162162
则取	1.1428572
则可	2.3181818
则否	1.0
则在	4.326087
则声	1.3333334
则天	2.4166667
则安之	1.3265306
则将	2.75
则已	3.0458715
则应	1.0
则指	1.4
则按	1.2
则无	1.35
则是	18.037975
则有	1.9230769
则没	1.1
则甚	1.875
则用	1.7
则由	1.5681819
则能	2.357143
则要	1.3541666
则还	1.7037038
则需	1.0
刚	64.68203
刚为	1.2105263
刚从	3.375839
刚会	1.1428572
刚体	1.0
刚使	1.375
刚健	1.1842105
刚出	1.4507042
刚出去	1.0909091
刚出来	1.0
刚出生	1.0
刚出道	1.0769231
刚刚	21.142132
刚刚在	1.2608696
刚刚好	1.0
刚刚开始	1.3225807
刚刚是	1.5714285
刚到	2.403226
刚加	1.0
刚劲	1.7727273
刚劲有力	1.0
刚勇	1.9285715
刚去	1.1538461
刚取	1.0
刚回	1.1666666
刚回到	1.0
刚回去	1.0
刚回来	1.3846154
刚在	2.2432432
刚够	1.0
刚夹	1.0
刚好	8.355191
刚好在	1.6842105
刚好是	2.2698412
刚嫁	1.0
刚完	1.3333334
刚定	1.2
刚就	1.3333334
刚巧	2.025
刚开始	1.8524591
刚强	1.8219178
刚性	1.0
刚愎	1.4
刚愎自用	1.6521739
刚成	1.0
刚成立	1.0
刚才	60.37073
刚才在	2.857143
刚才是	2.245098
刚抢	1.0
刚抬	1.1
刚搬	1.0
刚撕	1.0
刚来	1.7678572
刚来时	1.3333334
刚果	1.5
刚柔	2.8305085
刚柔并济	1.4230769
刚柔相济	1.0714285
刚正	1.4
刚正不阿	1.1111112
刚死	1.3181819
刚毅	1.4545455
刚毅不屈	1.0
刚毅木讷	1.0
刚满	1.4375
刚烈	2.1341465
刚烧	1.0
刚玉	41.0
刚玩	1.0
刚直	1.6
刚直不阿	1.0
刚相	1.0
刚硬	3.0
刚背	1.0
刚蒸	1.0
刚补	1.0
刚被	1.5507246
刚要	4.4725275
刚订	1.0
刚试	1.0
刚贴	1.0
刚赢	1.0
刚走	1.82
刚赶	1.2
刚跑	1.0
刚过	1.5
刚过去	1.0
刚过来	1.0
刚醒	1.074074
刚雇	1.0
刚风	1.0
创	10.281768
创下	1.5
创世	1.0
创业	1.5294118
创业基金	1.0
创业维艰	1.0
创举	1.0
创伤	2.6818182
创作	5.529412
创作力	1.0
创作方法	2.0
创作者	1.0
创例	1.0
创出	2.6022727
创刊	1.6666666
创刊号	1.3333334
创制	2.5
创办	1.8461539
创办人	2.25
创口	2.6226416
创始	1.2857143
创始人	1.3125
创始者	1.0
创建	1.2
创建者	1.0
创意	2.0
创收	3.0
创新	2.0952382
创术	1.0
创痕	1.4827586
创痛	1.3529412
创立	2.2473118
创立出	1.0
创立者	1.0
创见	1.5
创记录	1.3333334
创设	1.2352941
创造	2.7619047
创造出	1.3793104
创造力	1.5
创造性	1.5
创造条件	1.0
创造物	1.0
创造者	1.0
初	14.63
初一	1.9298246
初七	2.4642856
初三	1.5526316
初上	1.5813954
初中	3.4
初中部	1.0
初为人	1.0
初九	1.75
初二	1.6538461
初亏	1.0
初五	1.75
初交	1.5555556
初任	1.0
初会	2.3142858
初传	1.1
初八	2.6551723
初六	1.5555556
初具	1.0
初具规模	1.0
初冬	1.65625
初出	1.8235294
初出茅庐	1.9038461
初出茅芦	1.15
初创	1.1111112
初到	2.1363637
初十	1.3043479
初叶	1.0
初吻	2.3636363
初唐	1.2
初四	2.0769231
初基	2.5
初夏	1.325
初夜	1.0
初夜权	1.5
初始	3.0
初婚	1.3333334
初学	1.7073171
初学者	1.0
初定	1.5862069
初小	1.5
初年	1.6923077
初度	2.1707318
初建	1.0
初开	1.0714285
初开始	1.0
初心	1.0
初恋	1.8387097
初恋情人	1.3333334
初愿	1.0
初战	1.3333334
初掌	1.0
初探	1.0
初旬	1.0
初时	9.153061
初春	1.3421053
初春时节	1.0
初显	1.0
初晓	1.0
初晴	1.1111112
初更	3.7093024
初月	1.0
初期	2.25
初来乍到	1.0
初次	3.584
初次见面	1.7959183
初步	1.6393442
初段	1.0
初民	5.0
初潮	2.0
初版	3.0
初犯	1.1333333
初现	1.2
初生	1.8039216
初生之犊	1.125
初生之犊不怕虎	1.1666666
初生之犊不畏虎	1.6969697
初生牛犊	1.0
初生牛犊不怕虎	1.0
初祖	9.625
初秋	1.3939394
初稿	1.0
初级	1.8
初级中学	1.0
初绽	1.6428572
初衷	1.3235294
初见	2.761468
初访	1.0
初识	1.4814814
初试	1.6
初试啼声	1.0
初试锋芒	1.0
初赛	1.6666666
初选	1.0
初速	1.0
初逢	1.2352941
初长成	1.0
初雪	1.375
初露	1.2222222
初露头角	1.0
删	1.75
删了	1.0
删减	1.0
删削	1.3333334
删去	1.1428572
删掉	1.3333334
删繁就简	1.0
删节	1.0
删除	1.0
判	10.888889
判下	1.4
判为	1.0
判令	4.0
判例	1.0
判决	2.5294118
判分	1.5
判刑	1.0
判别	2.1538463
判处	2.0
判官	6.76
判官笔	11.641509
判定	2.0172415
判成	1.0
判断	6.335135
判断力	1.4615384
判断是非	1.0
判断能力	1.0
判明	1.1333333
判案	1.0
判然不同	1.0
判罪	1.0
判若	1.0
判若两人	1.71875
判若云泥	1.0
判若天渊	1.0
刧	1.0
刨	1.6888889
刨出来	1.0
刨土	1.0
刨子	1.0
刨成	1.0
刨根	1.0
刨花	1.6
利	12.847291
利上滚利	2.0
利于	2.2295082
利人	2.5833333
利人利己	1.0
利他	2.0
利令智昏	1.7857143
利便	2.4285715
利养	1.0
利刀	6.986111
利刃	3.78
利剑	9.084848
利口	1.6904762
利嘴	1.65
利器	4.278481
利国	1.0
利多	1.2727273
利多于弊	1.0
利多弊少	1.0
利大于弊	1.0
利子	16.0
利害	6.523077
利害关系	1.6785715
利害冲突	1.4090909
利害得失	1.45
利害攸关	1.25
利害相关	1.0769231
利家	2.0
利导	1.0
利尿	1.0
利川	4.0
利己	1.1578947
利己利人	1.0
利市	1.5384616
利弊	1.2
利弊得失	1.5
利得	1.0833334
利息	2.1
利是	3.25
利根	4.0
利欲	1.4545455
利欲熏心	1.5
利欲薰心	1.2222222
利民	1.0
利津	3.0
利润	4.25
利源	2.3333333
利滚利	1.0
利爪	2.2931035
利牙	2.826087
利率	1.0
利生	1.0
利用	12.258706
利用价值	1.4411764
利用职权	1.0
利益	2.0363636
利益一致	1.0
利益均沾	1.0
利禄	1.6969697
利落	2.1604939
利诱	1.4878049
利金	1.0
利钝	1.0
利钱	2.9230769
利锁名缰	1.0
利马窦	1.0
利齿	1.6785715
别	57.451614
别上	1.71875
别上去	1.0
别上来	1.0
别下	1.75
别下去	1.3333334
别下来	1.0
别业	2.5
别个	3.2105262
别为	1.7671233
别了	2.5401459
别人	85.49083
别人家	1.4347826
别人找	1.0588236
别介意	1.2916666
别从	1.3076923
别以为	3.2289157
别传	2.1333334
别住	1.0
别作良图	1.0
别使	1.3571428
别倒	1.0
别做声	2.0
别傻	1.2222222
别傻了	1.2
别像	1.1666666
别克	2.5
别关	1.0
别具	2.7166667
别具一格	1.1
别具匠心	1.1428572
别具慧眼	1.0
别具特色	1.2
别再	6.007194
别出	1.1764706
别出去	1.5384616
别出心裁	1.625
别出新裁	1.0
别出机杼	1.0
别出来	1.3
别创一格	1.0
别别扭扭	1.0
别到	1.3076923
别加	1.0
别动	2.8817205
别去	2.1975307
别去了	1.0
别又	1.3181819
别受	1.117647
别只	1.1666666
别叫	1.7878788
别号	1.2666667
别名	1.1428572
别后	2.060606
别向	1.2711865
别吓	1.4545455
别吓人	1.0
别吓唬	1.125
别吵	1.8222222
别哭	3.4615386
别喝了	1.0
别国	1.5
别在	2.3119266
别墅	5.448276
别墅式	1.0
别处	3.6666667
别套	1.0
别妻离子	1.0
别字	1.8181819
别守	1.0
别安	1.0
别宗	1.0
别室	1.0
别家	1.4833333
别寄	1.0
别对	1.2954545
别将	1.3478261
别师	1.2
别开	1.9591837
别开生面	1.5111111
别开蹊径	1.5
别弹	1.0
别当	1.4
别当真	2.0
别得	1.0
别忘了	8.023809
别忘记	1.8181819
别忙	3.3333333
别念	1.5833334
别怕	3.2941177
别急	4.487805
别怪	4.0086207
别恋	1.5
别情	1.975
别情依依	1.0
别想	4.939394
别成	1.0
别打我	1.4
别扭	2.1728394
别找我	1.4545455
别把	3.3557692
别拍	1.0
别拔	1.0
别拗	1.0
别拿	1.2
别挤	1.0
别排	1.0
别揍	1.0
别提	1.8888888
别搞	1.25
别搬	1.0
别支	1.1666666
别收	1.5
别教	1.25
别数	1.0
别族	1.0
别无	3.5447762
别无他法	1.4642857
别无他物	1.2758621
别无其他	1.0952381
别无出路	1.1428572
别无分号	1.2727273
别无分店	1.0
别无所求	1.05
别无良策	1.7666667
别无选择	2.4805195
别无长物	1.0
别是	1.98
别替	1.0689656
别有	5.083871
别有天地	1.25
别有情趣	1.0
别有所指	1.2
别有洞天	1.2758621
别有滋味	1.3333334
别有用心	3.0864198
别有用意	1.0869565
别有风味	1.1428572
别本	1.0
别杀	1.9285715
别来	2.817073
别来无恙	2.626506
别来无羔	1.0
别枝	1.6666666
别树一帜	1.1666666
别树一格	2.0
别校	1.0
别样	1.28
别气	1.4166666
别派	4.4347825
别猜	1.0
别现	1.0
别理	2.445946
别生	1.0416666
别生枝节	1.0
别生气	2.0833333
别用	1.3255814
别由	1.0909091
别的	22.028572
别相	1.0
别省	1.0
别看	2.9895833
别着	1.125
别着急	1.5714285
别睡了	1.0
别离	2.142857
别种	1.5862069
别称	1.0555556
别笑	1.25
别答	1.0
别管	2.06383
别组	1.0
别给	2.1818182
别绪	1.1428572
别老是	1.5806452
别胡说	1.483871
别脚	1.0
别致	1.4716982
别被	1.3939394
别让	6.714286
别记	1.0
别讲	1.4444444
别论	1.0666667
别试	1.3076923
别误会	2.676923
别说	10.04375
别说出	1.1818181
别说到	1.0
别说起	1.0
别请	1.0
别谈	1.575
别谦虚	1.0
别赏	1.0
别走	3.037383
别起	1.0
别起来	1.4
别跑	2.1923077
别跟我	1.5333333
别踢	1.0
别转	1.0
别输	1.0
别过	3.6605504
别过去	2.0
别过来	2.5757575
别逃	4.5151515
别针	1.0
别错过	1.0
别问	1.6212121
别闹	1.8648648
别队	1.0
别院	7.470588
别难过	2.1777778
别集	1.0
别项	1.0
别馆	1.4285715
别骑	1.0
刮	4.014493
刮下	1.375
刮下去	1.0
刮下来	1.2
刮了	1.5277778
刮伤	1.0
刮倒	1.0
刮刀	3.0
刮刮叫	4.0
刮到	1.125
刮削	1.0
刮去	1.1904762
刮取	1.0
刮在	1.2
刮地皮	3.0
刮好	1.0
刮开	1.0
刮得	1.3333334
刮掉	1.7
刮来刮去	1.0
刮油	1.0
刮痕	1.0
刮皮	1.0
刮目相看	1.6290323
刮着	1.2727273
刮破	1.1111112
刮空	1.0
刮胡刀	2.0
刮胡子	1.5454545
刮脸	1.1666666
刮起	1.6
刮起来	2.0
刮过	1.382353
刮过去	1.0
刮过来	1.0
刮面	1.3333334
刮须	1.0
刮风	1.4666667
刮风下雨	1.1428572
刮骨	1.6111112
刮骨刀	1.0
到	156.21559
到上	1.6896552
到临	1.05
到了	156.09216
到京	2.6363637
到今天为止	1.0
到他	13.804651
到任	4.035714
到会	1.8117647
到会者	1.0
到位	1.1111112
到你	7.3467336
到到	1.1333333
到哪儿	2.4363637
到哪去	2.857143
到哪里	6.3636365
到场	2.485294
到埠	1.0
到处	10.391089
到处是	1.884058
到处跑	1.0769231
到处都	1.7183099
到外	1.7164179
到头	1.3589743
到头来	2.7765958
到她	6.523316
到家	3.0
到尾	1.2916666
到岸	1.4
到帐	2.5833333
到底	17.664948
到底会	1.1111112
到底在	2.2950819
到底是	11.874251
到底有	2.9270833
到庭	1.2727273
到得	8.777778
到我	6.8290157
到手	3.1285715
到时	7.7777777
到时候	3.7165353
到最后	2.1538463
到期	1.4
到来	11.296969
到极点	1.9482758
到案	1.4545455
到次	1.0
到此	11.093333
到此一游	1.0
到此为止	2.1805556
到此结束	1.3333334
到死	1.6764706
到点	1.9230769
到现在	5.270115
到现在为止	2.4202898
到目前为止	2.5308642
到站	1.0
到老	2.0898876
到访	1.0833334
到货	1.0
到达	6.8938546
到过	8.51
到那时	2.8024693
到里	1.3478261
到顶	1.0
到齐	2.75
刳	1.0
制	15.794118
制为	1.0
制伏	3.4468086
制住	6.861272
制作	2.0
制作方法	1.0
制作者	4.0
制假	1.0
制做	1.4285715
制冰	1.5
制冷	1.0
制动	1.6904762
制单	1.0
制发	1.0
制取	1.0
制品	1.3333334
制图人	1.0
制备	1.0
制定	1.0
制度	2.090909
制式	1.3333334
制成	2.8863637
制报	1.0
制敌机先	1.2820513
制服	6.671875
制服呢	1.0
制止	3.3893805
制毒	1.3
制法	1.2222222
制种	1.0
制粉	1.0
制约	3.0
制胜	2.235955
制胜之道	1.125
制艺	1.0
制药	1.1428572
制药厂	2.0
制衡	1.0
制衡作用	1.0
制衣	1.0
制裁	2.6792452
制订	1.0
制造	3.9064748
制造业	1.0
制造事端	1.0
制造人	1.0
制造出	1.4634147
制造出来	1.1538461
制造成	1.0
制造矛盾	1.0
制造纠纷	1.1428572
制造者	1.25
制钱	4.5365853
制革	1.0
制高点	1.0
刷	9.853503
刷上	1.0
刷上去	1.0
刷下	1.0
刷下来	1.0
刷写	1.0
刷刷	4.8850574
刷去	1.3
刷墙	9.0
刷子	1.4615384
刷掉	1.4
刷新	1.0
刷来刷去	1.0
刷毛	1.0
刷洗	1.0
刷牙	1.0
刷牙漱口	1.0
刷着	1.0
刷起	1.0
券	1.7272727
券种	1.0
刹	2.4225352
刹住	2.409091
刹带	1.0
刹时	4.255319
刹时间	1.6734694
刹车	4.1666665
刹那	5.2244897
刹那之间	7.7659574
刹那间	10.099447
刺	60.37788
刺上	1.6756756
刺上去	1.0
刺上来	1.0
刺下	2.6794872
刺下去	1.6842105
刺下来	1.1538461
刺中	3.963768
刺人	3.0434783
刺伤	3.162393
刺儿	1.0
刺入	4.6625
刺出	7.3988094
刺出去	1.4666667
刺出来	1.4666667
刺刀	2.2222223
刺到	4.691589
刺刺	2.909091
刺刺不休	1.5
刺史	1.5714285
刺啦	1.0
刺头	1.0
刺孔	1.0
刺字	1.4545455
刺客	12.946428
刺客列传	2.3333333
刺开	1.0
刺戳	1.4166666
刺扎	1.3478261
刺探	2.12
刺探出	1.0
刺有	1.1538461
刺杀	5.3027525
刺死	2.5151515
刺毛	3.0
刺激	5.463687
刺激作用	1.0
刺激性	1.1428572
刺猬	1.7884616
刺疼	1.4285715
刺痒	1.0
刺痛	2.7473683
刺痛感	1.0
刺目	2.7368422
刺眼	1.7307693
刺着	4.1010103
刺破	1.7051282
刺秦	1.0
刺秦王	1.125
刺穿	3.6031747
刺绣	1.1785715
刺网	3.0
刺者	1.0
刺耳	5.217647
刺股	1.0
刺花	9.6
刺透	1.1428572
刺针	1.0
刺青	2.0
刺骨	2.310345
刺鼻	1.8947369
刻	6.387978
刻上	1.5581396
刻上去	1.0833334
刻下	1.5238096
刻下来	1.0
刻不容缓	1.2222222
刻丝	1.0
刻个	1.0
刻了	2.0
刻于	1.8888888
刻作	1.125
刻写	1.0
刻出	1.0882353
刻刀	1.0
刻划	1.6774193
刻划出	1.0
刻到	1.0
刻制	1.0
刻印	1.0
刻即	1.6
刻图章	1.75
刻在	2.2
刻字	1.7179487
刻工	1.125
刻得	1.6
刻意	3.1785715
刻意模仿	1.0
刻意求工	1.0
刻意经营	1.0
刻意追求	1.0
刻成	1.1538461
刻掉	1.0
刻有	2.607595
刻本	1.0
刻板	1.2222222
刻毒	1.3809524
刻版	1.0
刻画	4.5555553
刻画出	1.0
刻痕	2.125
刻盘	2.0
刻着	3.2685184
刻舟求剑	2.0
刻苦	1.4848485
刻苦耐劳	1.0
刻苦自励	1.3
刻薄	1.6025641
刻薄寡恩	1.6
刻薄话	1.0
刻起	3.1666667
刻过	1.5
刻过去	2.0
刻钟	11.96
刻骨	1.6
刻骨仇恨	1.0
刻骨相思	1.2307693
刻骨铭心	1.971831
刽	3.4210527
刽子手	2.7755103
刿	1.0
剀	1.0
剀切	1.0
剁	3.4554455
剁成	1.3571428
剁碎	1.0
剁肉	4.0
剂	1.5142857
剂量	1.5
剃	4.7733335
剃了	1.68
剃光头	1.6111112
剃刀	5.647059
剃发	1.0
剃发为尼	1.0
剃头	1.4
剃头刀	1.0
剃度	2.25
剃得	1.2083334
剃着	1.0
剃面	1.0
剃须	1.0
剃须刀	2.0
削	16.873787
削了	3.0543478
削价	1.0
削低	1.0
削光	1.0
削减	1.0833334
削削	1.0
削去	4.5
削发	1.3793104
削发为僧	1.6521739
削发为尼	2.0357144
削壁	2.5333333
削尖	1.3571428
削尖脑袋	1.0
削平	1.2962962
削弱	1.7391304
削成	1.560606
削掉	3.0384614
削断	5.9396553
削皮	1.2
削着	2.0
削短	1.0
削职	2.0
削职为民	1.0
削苹果	1.0
削薄	1.6666666
削足适履	1.0
削过	3.3555555
削铁如泥	3.2040815
削除	1.0
削面	1.0
剌	9.319149
剌激	2.6666667
剌穿	1.6666666
前	79.43578
前一刻	1.1111112
前一天	1.5909091
前一晚	1.1538461
前一段	1.0
前一种	1.2857143
前三位	1.0
前三名	1.1666666
前三天	1.2352941
前三步	1.0869565
前不久	1.1
前不巴村	1.0
前不见古人	1.3333334
前世	3.7
前两天	2.345679
前个	1.0
前为	1.3181819
前事	2.2972972
前事不忘	1.0
前些	2.0441177
前些天	1.7333333
前些年	1.4
前些时候	1.1538461
前些时日	2.0
前人	2.7866666
前人种树	1.0
前仆后继	1.6153846
前仇	1.3448275
前代	1.7272727
前仰后合	1.5714285
前任	3.724138
前传	1.0
前作	1.0769231
前例	1.1666666
前俯后仰	1.2
前倒	1.1578947
前倨后恭	1.1
前倾	2.2641509
前兆	1.1428572
前先	1.12
前军	2.375
前几天	3.2149532
前几年	1.6666666
前几日	1.5588236
前几次	1.4117647
前列	1.4166666
前前后后	1.75
前功尽废	1.5
前功尽弃	2.3472223
前十名	1.375
前半	1.275
前半场	1.0
前半夜	1.0
前半段	1.3928572
前半生	1.5
前半部	1.125
前卫	1.0
前厅	3.1410255
前去	15.431818
前发	1.0833334
前叙	1.0
前句	1.0
前台	1.4
前叶	1.0
前后	4.8900523
前后夹攻	1.3333334
前后左右	2.1555555
前后矛盾	1.1666666
前后脚	1.2
前呼后应	1.0
前呼后拥	1.5757576
前哨	1.3043479
前哨站	1.0
前因	1.6190476
前因后果	1.754717
前场	1.0
前堂	1.375
前夕	2.676923
前夜	1.548387
前天	2.6587303
前夫	3.5454545
前头	11.485714
前奏	1.2352941
前妻	3.409091
前嫌	1.5769231
前定	1.1333333
前导	1.2857143
前尘	1.5
前尘往事	1.2631578
前屋	1.0
前山	2.7368422
前年	2.0
前度刘郎	1.0
前座	1.5625
前庭	1.1818181
前弓	1.0
前往	11.170213
前怕狼	1.0
前怕狼后怕虎	1.0
前思后想	1.0
前情	1.6842105
前愆	1.4545455
前戏	1.0
前房	1.5
前所	1.9320388
前所未有	1.559322
前所未见	1.8222222
前所未闻	1.0869565
前扑后继	1.0
前指	1.0
前排	1.65
前提	1.1111112
前提下	1.0
前敌	1.5
前文	2.0
前方	4.2347827
前旗	1.0
前无古人	2.0
前无古人后无来者	1.0
前日	3.0491803
前晚	2.2702703
前景	1.2
前有	1.6185567
前朝	2.3157895
前期	2.2
前机	1.0
前条	1.0
前来	25.277487
前桅	2.0
前楼	1.0
前次	3.648148
前此	1.2142857
前段	1.2222222
前殿	2.8
前浪	1.2142857
前清	1.375
前滚	1.1818181
前灯	1.0
前爪	1.2916666
前生	2.108108
前田	1.0
前瞻	1.25
前科	1.4444444
前秦	2.0
前程	2.5
前程似锦	1.0
前程远大	1.0
前窗	2.0
前站	1.1578947
前端	1.4871795
前线	2.357143
前缘	2.368421
前置	1.4285715
前者	1.8333334
前肢	1.0
前胡	1.0
前胸	17.376543
前脑	1.5
前脚	1.5625
前腰	1.0
前腿	1.5142857
前臂	1.5714285
前舱	2.7391305
前茅	1.5
前藏	1.6
前行	16.018183
前襟	2.0769231
前言	1.3333334
前言不对后语	1.3076923
前话	1.0
前谷	5.3
前贤	1.4074074
前赴后继	1.0
前路	2.2121212
前踱	1.0
前蹄	1.7608696
前身	1.4339622
前车	1.2727273
前车之覆	1.0
前车之鉴	1.3513514
前车可鉴	1.0
前转	1.0
前轮	1.25
前辈	40.68687
前边	1.6470588
前进	4.1889763
前进方向	2.0
前述	1.0
前途	2.781955
前途无亮	1.0
前途无量	1.7142857
前途远大	1.0
前部	1.0
前郭	1.0
前重后轻	1.0
前锋	4.193548
前镇	1.5
前门	1.9032258
前门拒虎	1.0
前院	2.868421
前面	35.73709
前顶	1.4
前项	1.0
前额	1.9318181
前驱	1.4210526
前齿	1.0
剎	14.384615
剐	2.7452831
剑	381.02817
剑下	9.867403
剑侠	4.285714
剑侠传	10.6
剑光	19.361256
剑兰	3.0
剑冢	6.0
剑剌	2.3846154
剑及履及	2.6
剑叶	1.0
剑名	1.28125
剑圣	12.333333
剑士	32.432434
剑头	2.2857144
剑宗	17.25
剑客	16.29054
剑尖	17.13089
剑尾	1.8333334
剑峰	10.136364
剑形	1.5
剑心	13.375
剑戟森森	1.0
剑拔弩张	2.2558138
剑持	1.0
剑术	17.690908
剑柄	7.6549706
剑桥	3.0
剑桥大学	1.0
剑气	8.29518
剑气箫心	1.0
剑河	1.0
剑法	74.85354
剑王	19.6
剑眉	10.042735
剑眉一剔	1.0
剑胆琴心	1.8571428
剑背	1.2173913
剑舞	1.902439
剑诀	6.24
剑迹	1.0
剑道	5.862069
剑门关	1.25
剑阁	7.909091
剑陈	1.0
剑鞘	4.5118113
剑魔	7.3333335
剑鱼	2.0
剑齿虎	2.0
剔	2.3333333
剔了	1.0
剔光	1.0
剔出	1.0
剔去	1.0
剔掉	1.0
剔牙	1.0
剔着	1.0
剔透	1.05
剔透玲珑	1.6
剔除	1.1111112
剖	2.4625
剖开	2.3728814
剖成	1.0
剖析	1.5517242
剖白	2.0
剖示	1.0
剖腹	2.08
剖视	1.0
剖解	1.0
剖面	1.0
剜	2.5681818
剜肉补疮	1.0
剞	1.0
剠	1.0
剡	1.0
剥	5.029412
剥下	1.704918
剥光	2.1818182
剥削	1.2
剥削阶级	2.0
剥去	1.1612903
剥壳	1.0
剥夺	1.1333333
剥开	1.1538461
剥得	1.2222222
剥掉	1.6
剥皮	7.2222223
剥皮抽筋	1.0
剥花生	1.0
剥茧	1.0
剥茧抽丝	1.25
